3738	3737	3735	3736
3737	3740	3739	3735
3746	3738	3736	3745
3758	3757	3755	3756
3757	3760	3759	3755
3768	3766	3762	3764
3740	3780	3779	3739
3780	3768	3764	3779
3792	3790	3786	3788
3760	3800	3798	3759
3766	3792	3788	3762
3790	3808	3807	3786
3808	3820	3819	3807
3820	3758	3756	3819
3830	3829	3737	3738
3829	3831	3740	3737
3834	3830	3738	3746
3840	3839	3757	3758
3839	3841	3760	3757
3845	3843	3766	3768
3831	3851	3780	3740
3851	3845	3768	3780
3857	3855	3790	3792
3841	3861	3800	3760
3843	3857	3792	3766
3855	3865	3808	3790
3865	3871	3820	3808
3871	3840	3758	3820
3879	3878	3829	3830
3878	3880	3831	3829
3883	3879	3830	3834
3889	3888	3839	3840
3888	3890	3841	3839
3894	3892	3843	3845
3880	3900	3851	3831
3900	3894	3845	3851
3906	3904	3855	3857
3890	3910	3861	3841
3892	3906	3857	3843
3904	3914	3865	3855
3914	3920	3871	3865
3920	3889	3840	3871
3928	3927	3878	3879
3927	3929	3880	3878
3932	3928	3879	3883
3938	3937	3888	3889
3937	3939	3890	3888
3943	3941	3892	3894
3929	3949	3900	3880
3949	3943	3894	3900
3955	3953	3904	3906
3939	3959	3910	3890
3941	3955	3906	3892
3953	3963	3914	3904
3963	3969	3920	3914
3969	3938	3889	3920
3977	3976	3927	3928
3976	3978	3929	3927
3981	3977	3928	3932
3987	3986	3937	3938
3986	3988	3939	3937
3992	3990	3941	3943
3978	3998	3949	3929
3998	3992	3943	3949
4004	4002	3953	3955
3988	4008	3959	3939
3990	4004	3955	3941
4002	4012	3963	3953
4012	4018	3969	3963
4018	3987	3938	3969
4026	4025	3976	3977
4025	4027	3978	3976
4030	4026	3977	3981
4036	4035	3986	3987
4035	4037	3988	3986
4041	4039	3990	3992
4027	4047	3998	3978
4047	4041	3992	3998
4053	4051	4002	4004
4037	4057	4008	3988
4039	4053	4004	3990
4051	4061	4012	4002
4061	4067	4018	4012
4067	4036	3987	4018
